Token,POS
ngodisitsweng,V
mananeong,N06
a,CPOSS06
Ntshetsopele,N09
ya,CPOSS09
Bana,N02
Dilemong,N08
tsa,CPOSS08
Bongwana,N14
ho,CN15
ya,V
ho,PART
600,RV
000,RV
ka,PART
ditsha,N10
tse,ADJC10
ntjha,ADJ10
tse,CS10
1,RV
000,RV
tse,CS10
tla,V
ba,VCOP
le,PART
basebeletsi,N02
ba,CS02
rutang,V
ba,CS02
ka,PART
hodimo,N16
ho,PART
3,RV
500,V
ba,CS02
rupelletsweng,V
le,PART
ho,CN15
hirwa,V
",",ZM
le,PART
ho,CN15
eketsa,V
palo,N09
ya,CPOSS09
bahlokomedi,N02
.,ZE
,
Tjhelete,N09
e,CS09
ka,PART
etsang,V
R1,RV
biliyone,N09
e,CS09
tla,V
abelwa,V
diprojeke,N10
tse,CS10
welang,V
tlasa,V
Lenaneo,N05
la,CPOSS05
Mesebetsi,N04
e,CS04
Atolositsweng,V
ya,CPOSS09
Setjhaba,N07
;,ZM
mme,CONJ
",",ZM
qetellong,N09
",",ZM
,
ho,CN15
hlahisa,V
mokgwa,N03
wa,CPOSS03
dihlahiswa,N08
tse,CS08
tla,V
wela,V
ka,PART
tlasa,V
lenaneo,N05
la,CPOSS05
ho,CN15
rekwa,V
ke,PART
mmuso,N03
ho,CN15
tswa,V
dikgwebong,N10
tse,ADJC10
nyenyane,ADJ10
",",ZM
tsa,CPOSS10
mahareng,N06
le,PART
tse,ADJC10
nyenyane,ADJ10
haholo,ADV
;,ZM
mme,CONJ
ka,PART
ho,CN15
sebedisa,V
Ejensi,N09
ya,CPOSS09
Ntshetsopele,N09
ya,CPOSS09
Dikgwebo,N10
tse,ADJC10
Nyenyane,ADJ10
",",ZM
ho,CN15
tla,V
behwa,V
mokgwa,N03
o,CS03
matla,N06
wa,CPOSS03
ho,CN15
etsa,V
hore,CONJ
batho,N02
ba,CS02
leshwe,V
pele,NLOC
ho,CN15
feta,V
matsatsi,N06
a,CS06
30,RV
.,ZE
,
Hape,ADV
re,CSPERS
tla,V
kopanya,V
lenaneo,N05
le,CS05
tla,V
potlakisa,V
kaho,N09
ya,CPOSS09
dibaka,N08
tsa,CPOSS08
bodulo,N14
tsa,CPOSS08
batho,N02
",",ZM
ka,PART
maiteko,N06
a,CS06
matlafaditsweng,V
",",ZM
a,CPOSS06
ho,CN15
potlakisa,V
kabo,N09
ya,CPOSS09
metsi,N06
",",ZM
tsamaiso,N09
ya,CPOSS09
dikgwerekgwere,N10
le,PART
motlakase,N03
ho,PART
bohle,PROQUANT02
",",ZM
hore,CONJ
ka,PART
selemo,N07
sa,CPOSS07
2014,RV
",",ZM
re,CSPERS
kgone,V
ho,CN15
ba,VCOP
le,PART
dibaka,N08
tse,CS08
hlomphehang,V
tsa,CPOSS08
bodulo,N14
tsa,CPOSS08
batho,N02
le,PART
hore,CONJ
malapa,N06
ohle,PROQUANT06
a,CS06
kgone,V
ho,CN15
fumana,V
ditshebeletso,N10
tsena,CD10
.,ZE
,
Ho,CN15
potlakisa,V
letsholo,N05
la,CPOSS05
rona,PROPOSSPERS
la,CPOSS05
ho,CN15
fihlela,V
bophelo,N14
bo,ADJC14
botle,ADJ14
bakeng,N07
sa,CPOSS07
bohle,PROQUANT14
ho,CN15
kenyelletsa,V
ho,CN15
phethahatsa,V
ho,CN15
kenelletseng,V
ha,CPOSSLOC
Moralo,N03
wa,CPOSS03
Naha,N09
wa,CPOSS03
Leano,N05
la,CPOSS05
Twantsho,N09
ya,CPOSS09
HIV,RV
le,PART
AIDS,N09
.,ZE
,
Hape,ADV
re,CSPERS
ikemiseditse,V
hore,CONJ
selemong,N07
se,CS07
tlang,V
re,CSPERS
fokotse,V
palo,N09
ya,CPOSS09
batho,N02
bao,CD02
tlolwang,V
ke,PART
ho,CN15
nwa,V
meriana,N04
ya,CPOSS04
TB,N09
ho,CN15
tloha,V
dipersenteng,N10
tse,CS10
10,RV
ho,CN15
ya,V
ho,PART
tse,CS10
7,RV
",",ZM
re,CSPERS
rupelle,V
basebeletsi,N02
ba,CPOSS02
tsa,CPOSS10
bophelo,N14
ba,CS02
3,RV
000,V
ba,CS02
tla,V
sebetsana,V
le,PART
ho,CN15
laola,V
bolwetse,N14
bona,CD14
le,PART
ho,CN15
netefatsa,V
hore,CONJ
bakudi,N02
bohle,PROQUANT02
ba,CPOSS02
TB,N09
e,CS09
hanyetsanang,ADV
le,PART
meriana,N04
e,ADJC04
mengata,ADJ04
ba,CS02
fumane,V
kalafo,N09
.,ZE
,
Re,CSPERS
ikemiseditse,V
ho,CN15
phetha,V
mosebetsi,N03
wa,CPOSS03
mokgwa,N03
wa,CPOSS03
tshireletso,N09
ya,CPOSS09
setjhaba,N07
",",ZM
moo,CD18
re,CSPERS
tla,V
una,V
molemo,N03
ho,CN15
tswa,V
ditherisanong,N10
tse,CS10
seng,MNEG
di,CS10
qadile,V
le,PART
bao,CD02
ba,CS02
sebedisanang,V
le,PART
setjhaba,N07
.,ZE
,
Jwalo,ADV
ka,PART
ha,CONJ
re,CSPERS
sebedisana,V
mme,CONJ
re,CSPERS
itokisetsa,V
Ho,CN15
Etsa,V
Dintho,N10
ka,PART
Mokgwa,N03
o,CS03
sa,CPOSS07
Tlwaelehang,V
re,CSPERS
lokela,V
hore,CONJ
hape,ADV
re,CSPERS
matlafatse,V
dipuisano,N10
tsa,CPOSS10
rona,PROPOSSPERS
tsa,CPOSS10
naha,N09
tse,CS10
mabapi,ADV
le,PART
ditaba,N10
tse,CS10
re,COPERS
hlalosang,V
jwalo,ADV
ka,PART
setjhaba,N07
.,ZE
,
Ditaba,N10
tsena,CD10
tse,ADJC10
pedi,ADJ10
tse,CS10
lokelwang,V
ho,CN15
boelwa,V
ke,VCOP
tsena,CD10
.,ZE
,
Ya,CPOSS09
pele,NLOC
ke,VCOP
hore,CONJ
re,CSPERS
tshwanetse,VAUX
ho,CN15
ba,VCOP
le,PART
kano,N09
e,CS09
tla,V
etswa,V
ke,PART
bana,N02
ba,CPOSS02
sekolo,N07
hoseng,ADV
ha,CONJ
ba,CS02
bokane,V
pele,NLOC
sekolo,N07
se,CS07
kena,V
",",ZM
mmoho,ADV
le,PART
Tshepiso,N09
e,CS09
tla,V
etswa,V
ke,PART
Batjha,N02
mabapi,ADV
le,PART
molemo,N03
wa,CPOSS03
ho,CN15
itshwara,V
hantle,ADV
le,PART
ho,CN15
tshwarahana,V
jwalo,ADV
ka,PART
batho,N02
ba,CPOSS02
Afrika,N09
Borwa,N14
.,ZE
,
Letona,N05
la,CPOSS05
Thuto,N09
le,CS05
tla,V
bolela,V
ka,PART
botlalo,N14
ka,PART
hoo,CD17
bekeng,N09
e,CS09
tlang,V
.,ZE
,
Taba,N09
ya,CPOSS09
bobedi,N14
e,CS09
mabapi,ADV
le,PART
mabitso,N06
a,CPOSS06
tikoloho,N09
le,PART
a,CPOSS06
dibaka,N08
a,CS06
hlokang,V
tshebetso,N09
e,CS09
felletseng,V
e,CS09
tla,V
kenyelletsa,V
diprovense,N10
tsohle,PROQUANT10
e,CS09
le,VCOP
hore,CONJ
re,CSPERS
tle,V
re,CSPERS
kgone,V
ho,CN15
ba,VCOP
le,PART
motheo,N03
wa,CPOSS03
diphetoho,N10
tse,CS10
sisintsweng,V
.,ZE
,
Re,CSPERS
tla,V
thakgola,V
tshebetso,N09
ena,CD09
e,CS09
kopaneng,V
e,CS09
se,MNEG
neng,VCOP
",",ZM
mme,CONJ
re,CSPERS
tataiswa,V
ke,PART
Lekgotla,N05
la,CPOSS05
Theo,N09
ya,CPOSS09
Mabitso,N06
a,CPOSS06
Dibaka,N08
le,PART
Dikomiti,N10
tsa,CPOSS10
lona,PROPOSS05
tsa,CPOSS10
Diprovense,N10
.,ZE
,
Mme,CONJ
Sepikara,N07
le,PART
Modulasetulo,N01
",",ZM
,
Ha,CONJ
re,CSPERS
ne,VAUX
re,CSPERS
bua,V
Tulong,N09
ya,CPOSS09
Kopanelo,N09
ya,CPOSS09
Palamente,N09
selemong,N07
se,CS07
fetileng,V
",",ZM
bohle,PROQUANT14
re,CSPERS
ile,V
ra,CSPERS
hlahisa,V
ho,CN15
tshwenyeha,V
ha,CPOSSLOC
rona,PROPOSSPERS
e,CSNEUT
seng,MNEG
ka,PART
ho,CN15
eketseha,V
ha,CPOSSLOC
botlokotsebe,N14
feela,ADV
",",ZM
empa,CONJ
le,PART
ka,PART
boemo,N14
bo,CS14
ntseng,VAUX
bo,CS14
mpefala,V
haholo,ADV
ba,CPOSS14
dipolao,N10
-,ZM
e,CSNEUT
leng,VCOP
ntho,N09
e,CS09
neng,PART
e,CS09
le,VCOP
ho,CN15
fapoha,V
ho,CN15
se,MNEG
tlwaelehileng,V
haesale,CONJ
hoba,CONJ
re,CSPERS
fihlele,V
demokerasi,N09
ya,CPOSS09
rona,PROPOSSPERS
.,ZE
,
Ka,PART
mokgwa,N03
o,CS03
tshwanang,V
",",ZM
selemong,N07
se,CS07
fetileng,V
re,CSPERS
bile,VCOP
le,PART
tshebedisano,N09
e,CS09
neng,PART
e,CS09
hlophisitswe,V
le,PART
ba,CPOSS02
kgwebo,N09
le,PART
mekga,N04
e,ADJC04
meng,ADJ04
ya,CPOSS04
baahi,N02
",",ZM
bakeng,N07
sa,CPOSS07
ho,CN15
hlahisa,V
mokgwa,N03
o,CS03
akaretsang,V
wa,CPOSS03
ho,CN15
fetola,V
tshebetso,N09
tsa,CPOSS10
toka,N09
ka,PART
botlalo,N14
.,ZE
,
Mabapi,ADV
le,PART
hona,PROEMPLOC
",",ZM
ka,PART
moya,N03
wa,CPOSS03
Ho,CN15
Etsa,V
Dintho,N10
ka,PART
Mokgwa,N03
o,CS03
sa,CPOSS07
Tlwaelehang,V
",",ZM
Kabinete,N09
e,CS09
dumellane,V
ka,PART
sehlopha,N07
sa,CPOSS07
diphetoho,N10
se,CS07
hlokehang,V
bakeng,N07
sa,CPOSS07
ho,CN15
theha,V
mokgwa,N03
wa,CPOSS03
tshebetso,N09
tsa,CPOSS10
twantsho,N09
ya,CPOSS09
botlokotsebe,N14
o,ADJC03
motjha,ADJ03
",",ZM
o,CS03
ntlafaditsweng,V
",",ZM
o,CS03
sebetsang,V
hantle,ADV
haholo,ADV
hape,ADV
o,CS03
fetotsweng,V
.,ZE
,
Hara,NLOC
dintho,N10
tse,ADJC10
ding,ADJ10
",",ZM
hona,PROEMPLOC
ho,CSINDEF
tla,V
kenyelletsa,V
ho,CN15
hloma,V
sebopeho,N07
se,ADJC07
setjha,ADJ07
sa,CPOSS07
dikgokahano,N10
le,PART
tsamaiso,N09
bakeng,N07
sa,CPOSS07
mokgwa,N03
ona,PROEMP03
boemong,N14
bohle,PROQUANT14
",",ZM
ho,CN15
tloha,V
mmusong,N03
wa,CPOSS03
naha,N09
ho,CN15
a,CS06
ho,PART
wa,CPOSS03
selehae,N07
",",ZM
hona,PROEMPLOC
ho,CSINDEF
kopanye,V
tshebetso,N09
tsa,CPOSS10
toka,N09
le,PART
tsa,CPOSS10
bomakgistrata,N02b
",",ZM
mapolesa,N06
",",ZM
batjhutjhisi,N02
",",ZM
ditshebeletso,N10
tsa,CPOSS10
tlhabollo,N09
ya,CPOSS09
batshwaruwa,N02
le,PART
Boto,N14
ya,CPOSS09
Thuso,N09
ya,CPOSS09
Molao,N03
",",ZM
ekasitana,CONJ
le,PART
mekgwa,N04
e,ADJC04
meng,ADJ04
ya,CS04
kena,V
dipakeng,N10
",",ZM
ho,CN15
kenyelletswa,V
le,PART
matlafatso,V
ya,CPOSS09
Diforamo,N10
tsa,CPOSS10
Bopolesa,N14
ba,CS14
Metse,N04
.,ZE
,
Jwalo,ADV
ka,PART
ha,CONJ
Ditho,N08
tse,CD08
Hlomphehang,V
di,CS10
tseba,V
",",ZM
e,ADJC04
meng,ADJ04
ya,CPOSS04
mesebetsi,N04
ena,CD04
e,CS04
se,CS07
e,CS04
ntse,VAUX
e,CS04
qadilwe,V
;,ZM
empa,CONJ
re,CSPERS
na,VCOP
le,PART
tshepo,N09
ya,CPOSS09
hore,CONJ
",",ZM
ha,CONJ
yohle,PROQUANT04
e,CS04
ka,PART
phethwa,V
ka,PART
tsela,N09
e,CS09
nang,VCOP
le,PART
nyalanyo,N09
hape,ADV
e,CS09
felletseng,V
hape,ADV
e,CS09
tsamaelanang,V
",",ZM
sephetho,N07
e,CS09
tla,V
ba,VCOP
se,CS07
sebetsang,V
hantle,ADV
haholo,ADV
tshebetsong,N09
ya,CPOSS09
rona,PROPOSSPERS
ya,CPOSS09
ho,CN15
lwantsha,V
botlokotsebe,N14
.,ZE
,
Matona,N06
a,CPOSS06
Toka,N09
",",ZM
Karolo,N09
ya,CPOSS09
Thibelo,N09
ya,CPOSS09
Botlokotsebe,N14
le,PART
Tshireletso,N09
a,CS06
tla,V
hlalosa,V
dintlha,N10
tsa,CPOSS10
hona,PROPOSSLOC
le,PART
mesebetsi,N04
e,ADJC04
meng,ADJ04
hara,NLOC
beke,N09
e,CS09
latelang,V
.,ZE
,
Hape,ADV
",",ZM
selemong,N07
sena,CS07
re,CSPERS
tla,V
qetella,V
mosebetsi,N03
o,CS03
mabapi,ADV
le,PART
Dibili,N10
tsa,CPOSS10
ho,CN15
fetolwa,V
ha,CPOSSLOC
tshebetso,N09
tsa,CPOSS10
boahlodi,N14
ka,PART
therisano,N09
le,PART
baahlodi,N02
le,PART
bomakgistrata,N14
",",ZM
re,CSPERS
qetelle,V
le,PART
leano,N05
leo,CD05
sepheo,N07
sa,CPOSS07
lona,PROPOSS05
e,CSNEUT
leng,VCOP
ho,CN15
matlafatsa,V
taolo,N09
ya,CPOSS09
meedi,N04
le,PART
tshireletso,N09
",",ZM
le,PART
ho,CN15
etsa,V
hore,CONJ
Tjhata,N09
ya,CPOSS09
Diphofu,N10
e,CS09
sebetse,V
",",ZM
ho,CN15
etswe,V
hloko,N09
haholo,ADV
taba,N09
ya,CPOSS09
bao,CD02
ba,CS02
phetang,V
ditlolo,N10
tsa,CPOSS10
molao,N03
",",ZM
mme,CONJ
re,CSPERS
tswele,V
pele,NLOC
ho,CN15
kenya,V
tshebetsong,N09
mehato,N04
e,ADJC04
meng,ADJ04
e,CS04
tswang,V
dikgothaletsong,N10
tsa,CPOSS10
Khomishene,N09
ya,CPOSS09
Nnete,N09
le,PART
Poelano,N09
.,ZE
,
Ka,PART
ho,CN15
latela,V
boikarabelo,N14
ba,CPOSS14
rona,PROPOSSPERS
ba,CPOSS14
ho,CN15
lwantsha,V
botlokotsebe,N14
ba,CPOSS14
dihlopha,N08
",",ZM
mmoho,ADV
le,PART
ho,CN15
ela,V
hloko,N09
dikgothaletso,N10
tsa,CPOSS10
Khomishene,N09
ya,CPOSS09
Molao,N03
ya,CPOSS09
Khampepe,N09
mabapi,ADV
le,PART
tshebetso,N09
le,PART
sebaka,N07
seo,CD07
Bolaodi,N14
ba,CPOSS14
Tshebetso,N09
tse,CS10
Ikgethang,V
bo,CS14
leng,VCOP
ho,PART
sona,PROEMP07
ekasitana,CONJ
le,PART
ditherisano,N10
tse,CS10
tswelang,V
pele,NLOC
mabapi,ADV
le,PART
taba,N09
ena,CD09
",",ZM
ho,CN15
kenyelletswa,V
le,PART
ho,CN15
ntlafatsa,V
Mokgwa,N03
wa,CPOSS03
Twantsho,N09
ya,CPOSS09
Botlokotsebe,N14
",",ZM
re,CSPERS
tla,V
re,V
mafelong,N06
a,CPOSS06
hlakubele,N09
selemong,N07
sena,CD07
",",ZM
ra,CSPERS
ikopanya,V
le,PART
Palamente,N09
mabapi,ADV
le,PART
melao,N04
le,PART
mehato,N04
e,ADJC04
meng,ADJ04
e,CS04
hlokehang,V
ya,CPOSS04
ho,CN15
tiisa,V
bokgoni,N14
ba,CPOSS14
rona,PROPOSSPERS
ba,CPOSS14
ho,CN15
lwantsha,V
botlokotsebe,N14
ba,CPOSS14
dihlopha,N08
.,ZE
,
Se,CS07
tla,V
tswelang,V
pele,NLOC
ho,CN15
re,COPERS
tataisa,V
jwalo,ADV
ka,PART
ha,CONJ
re,CSPERS
nka,V
mohato,N03
ona,CD03
e,CS09
tla,V
boitlamo,N14
bo,CS14
felletseng,V
ba,CPOSS14
mmuso,N03
ba,CPOSS14
ho,CN15
lwantsha,V
botlokotsebe,N14
bo,CS14
hlophisitsweng,V
le,PART
ntlafatso,N09
ya,CPOSS09
taolo,N09
",",ZM
tsamaiso,N09
e,CS09
ntle,ADJ09
le,PART
kgokahano,N09
ya,CPOSS09
ditheo,N10
tsa,CPOSS10
phethahatso,N09
ya,CPOSS09
molao,N03
.,ZE
,
Seo,CD07
e,CSNEUT
leng,VCOP
sa,CPOSS07
bohlokwa,N14
haholo,ADV
",",ZM
ke,VCOP
hore,CONJ
katleho,N09
ya,CPOSS09
rona,PROPOSSPERS
twantshong,N09
ya,CPOSS09
botlokotsebe,N14
e,CS09
tla,V
itshetleha,V
hodima,N16
ntlha,N09
ya,CPOSS09
hore,CONJ
bohle,PROQUANT02
re,CSPERS
sebetse,V
mmoho,ADV
jwalo,ADV
ka,PART
baahi,N02
ba,CPOSS02
naha,N09
ba,CS02
ikobelang,V
molao,N03
",",ZM
ba,CS02
susumetswa,V
ke,PART
metheo,N04
ya,CPOSS04
tshebetso,N09
ya,CPOSS04
molao,N03
",",ZM
hlompho,N09
ya,CPOSS09
makgotla,N06
a,CPOSS06
rona,PROPOSSPERS
a,CPOSS06
dinyewe,N10
jwalo,ADV
ka,PART
ha,CONJ
ho,CSINDEF
phehelletswe,V
ho,CN15
fihlela,V
ditokelo,N10
tsa,CPOSS10
botho,N14
tse,CS10
lekanang,V
",",ZM
tseo,CD10
Molao,N03
wa,CPOSS03
rona,PROPOSSPERS
wa,CPOSS03
Motheo,N03
o,CS03
re,COPERS
laelang,V
hore,CONJ
re,CSPERS
di,CO10
latele,V
maphelong,N06
a,CPOSS06
rona,PROPOSSPERS
letsatsi,N05
le,PART
letsatsi,N05
mmoho,ADV
le,PART
diphatlalatso,N10
.,ZE
,
Ditho,N08
tse,CS08
hlomphehang,V
;,ZM
,
Re,CSPERS
tla,V
tswela,V
pele,NLOC
selemong,N07
sena,CD07
ka,PART
maiteko,N06
a,CPOSS06
ho,CN15
ntlafatsa,V
tshebetso,N09
tsa,CPOSS10
mmuso,N03
hore,CONJ
di,CS10
fihlele,V
maikemisetso,N06
a,CPOSS06
tsona,PROPOSS10
baahing,N02
ba,CPOSS02
naha,N09
.,ZE
,
Ha,CONJ
ho,CSINDEF
kgoneha,V
",",ZM
moya,N03
wa,CPOSS03
Ho,CN15
Etsa,V
Dintho,N10
ka,PART
Mokgwa,N03
o,CS03
sa,CPOSS07
Tlwaelehang,V
o,CS03
lokela,V
ho,CN15
sebetsa,N07
ho,PART
bohle,PROQUANT02
ba,CS02
nang,VCOP
le,PART
monyetla,N03
wa,CPOSS03
ho,CN15
ba,VCOP
basebeletsi,N02
ba,CPOSS02
mmuso,N03
.,ZE
,
Ho,CSINDEF
na,VCOP
le,PART
dintho,N10
tsa,CPOSS10
bohlokwa,N14
tse,CS10
ka,PART
sehloohong,N07
hape,ADV
tse,CS10
bonolo,N14
empa,CONJ
di,CS10
potlakile,V
tseo,CD10
re,CSPERS
lokelang,V
ho,CN15
sebetsana,V
",",ZM
jwalo,ADV
ka,PART
karolo,N09
ya,CPOSS09
maiteko,N06
ohle,PROQUANT06
a,CPOSS06
ho,CN15
ntlafatsa,V
tlhophiso,N09
le,PART
bokgoni,N14
ba,CPOSS14
puso,N09
.,ZE
,
La,CPOSS05
pele,NLOC
",",ZM
ho,CSINDEF
dumellanwe,V
mekgeng,N04
yohle,PROQUANT04
ya,CPOSS04
mmuso,N03
hore,CONJ
dikgeo,N10
dife,ENUM
kapa,CONJ
dife,ENUM
tsa,CPOSS10
bohlokwa,N14
tse,CS10
hlahang,V
mmusong,N03
di,CS10
lokelwa,V
ho,CN15
tlatswa,V
dikgweding,N10
tse,CS10
tsheletseng,V
ka,PART
mora,N18
hoba,CONJ
dikgeo,N10
tseo,CD10
di,CS10
hlahe,V
.,ZE
,
Lefapha,N05
la,CPOSS05
Tshebeletso,N09
tsa,CPOSS10
Mmuso,N03
le,PART
Tsamaiso,N09
le,CS05
tla,V
hloma,V
mokgwa,N03
wa,CPOSS03
ho,CN15
lebela,V
bakeng,N07
s,CPOSS07
aho,CN15
latela,V
mehlala,N04
ya,CPOSS04
ho,CN15
kengwa,V
tshebetsong,N09
ha,CPOSSLOC
qeto,N09
ena,CD09
.,ZE
,
La,CPOSS05
bobedi,N14
",",ZM
ka,PART
Motsheanong,N03
selemo,N07
se,ADJC07
seng,ADJ07
le,PART
se,ADJC07
seng,ADJ07
(,ZPL
le,PART
dikgweding,N10
tse,ADJC10
pedi,ADJ10
tsa,CPOSS10
ho,CN15
qala,V
ha,CPOSSLOC
selemo,N07
sa,CPOSS07
ditjhelete,N10
maemong,N06
a,CPOSS06
mmuso,N03
wa,CPOSS03
selehae,N07
),ZPR
batsamaisi,N02
bohle,PROQUANT02
ba,CS02
phahameng,V
ba,CS02
lokela,V
hore,CONJ
be,VCOP
ba,CS02
tlatsitse,V
Ditumellano,N10
tsa,CPOSS10
bona,PROPOSS02
tsa,CPOSS10
Mosebetsi,N03
le,PART
bolaodi,N14
bo,CS14
tshwanetseng,V
.,ZE
,
Ofisi,N09
ya,CPOSS09
Khomishene,N09
ya,CPOSS09
Ditshebeletso,N10
tsa,CPOSS10
Mmuso,N03
e,CS09
tla,V
hloma,V
mokgwa,N03
wa,CPOSS03
ho,CN15
lebela,V
mabapi,ADV
le,PART
hona,PROEMPLOC
.,ZE
,
La,CPOSS05
boraro,N14
",",ZM
ka,PART
ho,CN15
lemoha,V
hore,CONJ
Lefapha,N05
la,CPOSS05
Ditaba,N10
tsa,CPOSS10
Ka,PART
Hara,NLOC
Naha,N09
le,CS05
ama,V
ntlha,N09
ya,CPOSS09
bohlokwa,N14
ya,CPOSS09
moahi,N01
e,ADJC01
mong,ADJ01
le,PART
e,ADJC01
mong,ADJ01
wa,CPOSS01
naha,N09
",",ZM
selemong,N07
sena,CD07
re,CSPERS
tla,V
matlafatsa,V
ho,CN15
kengwa,V
tshebetsong,N09
ha,CONJ
leano,N05
la,CPOSS05
ho,CN15
phethwa,V
ha,CPOSSLOC
mesebetsi,N04
le,CS05
ananetsweng,V
ke,PART
Kabinete,N09
.,ZE
,
Hona,PROEMPLOC
ho,CSINDEF
kenyelletsa,V
ho,CN15
ntlafatsa,V
mekgwatshebetso,N04
ya,CPOSS04
Thekenoloji,N09
ya,CPOSS09
Tlhahisoleseding,N09
(,ZPL
IT,RL
),ZPR
",",ZM
ho,CN15
rupellwa,V
ha,CPOSSLOC
basebetsi,N02
ka,PART
mekgwa,N04
e,ADJC04
meng,ADJ04
e,ADJC09
metjha,ADJ04
",",ZM
ho,CN15
hlaola,V
bao,CD02
ba,CS02
etsang,V
bobodu,N14
le,PART
ho,CN15
leka,V
dikarata,N10
tse,ADJC10
ntjha,ADJ09
tsa,CPOSS10
Boitsebiso,N14
(,ZPL
ID,RL
),ZPR
.,ZE
,
Ntlafatso,N09
ya,CPOSS09
mosebetsi,N03
ditshebeletsong,N10
tsa,CPOSS10
mmuso,N03
hape,ADV
ho,CN15
itshetlehile,V
hodima,N16
boleng,N14
ba,CPOSS14
boetapele,N14
bo,CS14
tswang,V
ho,PART
ba,CS02
leng,VCOP
phethahatsong,N09
le,PART
batsamaisi,N02
ba,CS02
phahameng,V
.,ZE
.,ZE
,
Hodima,N16
moo,CD18
",",ZM
ho,CSINDEF
bohlokwa,N14
ho,CN15
ntshetsa,V
pele,NLOC
maikemisetso,N06
a,CPOSS06
basebetsi,N02
ba,CPOSS02
mmuso,N03
mesebetsing,N04
ya,CPOSS04
bona,PROPOSS02
-,ZM
e,CSNEUT
leng,VCOP
mosebetsi,N03
o,CS03
leng,VCOP
mahetleng,N06
a,CPOSS06
boetapele,N14
",",ZM
basebetsi,N02
ba,CPOSS02
mmuso,N03
ka,PART
bobona,N14
",",ZM
le,PART
mokgatlo,N03
wa,CPOSS03
basebetsi,N02
.,ZE
,
Mabapi,ADV
le,PART
hona,PROEMPLOC
",",ZM
selemong,N07
sena,CD07
",",ZM
ka,PART
therisano,N09
le,PART
mekgatlo,N04
ya,CPOSS04
basebetsi,N02
ya,CPOSS04
mokga,N03
wa,CPOSS03
mmuso,N03
",",ZM
re,CSPERS
tla,V
bitsa,V
Seboka,N07
sa,CPOSS07
Basebetsi,N02
ba,CPOSS02
Mmuso,N03
ho,CN15
tla,V
tshohla,V
ditaba,N10
tsena,CD10
e,CSNEUT
le,VCOP
hore,CONJ
moya,N03
wa,CPOSS03
Batho,N02
Pele,NLOC
o,CS03
kgone,V
ho,CN15
hlahella,V
ka,PART
mokgwa,N03
o,CS03
bonahalang,V
kae,ADV
le,PART
kae,ADV
moo,CD18
ho,CSINDEF
fanwang,V
ka,PART
tshebeletso,N09
ya,CPOSS09
mmuso,N03
.,ZE
,
Ka,PART
ho,CN15
sebetsa,N07
mmoho,ADV
le,PART
balekane,N02
ba,CPOSS02
rona,PROPOSSPERS
setjhabeng,N07
",",ZM
re,CSPERS
tla,V
etsa,V
bonnete,N14
ba,CPOSS14
hore,CONJ
",",ZM
ho,CN15
ya,CPOSS09
mafelong,N06
a,CPOSS06
selemo,N07
sena,CD07
",",ZM
ho,CN15
amohelwa,V
Lenaneo,N05
la,CPOSS05
bobedi,N14
la,CPOSS05
Naha,N09
la,CPOSS05
Twantsho,N09
ya,CPOSS09
Bobodu,N14
",",ZM
mme,CONJ
le,PART
morero,N03
wa,CPOSS03
mehato,N04
e,CS04
eo,CD04
ho,CSINDEF
dumellanweng,V
ka,PART
ona,PROEMP03
le,PART
ba,CPOSS14
kgwebo,N09
o,CS03
kengwe,V
tshebetsong,N09
.,ZE
,
Boemong,N14
ba,CPOSS14
mebuso,N04
ya,CPOSS04
selehae,N07
teng,PROEMPLOC
",",ZM
re,CSPERS
tla,V
thusa,V
bomasepala,N02b
ba,CPOSS02
ho,CN15
qala,V
ba,CPOSS02
150,RV
hore,CONJ
ba,CS02
hlahise,V
maano,N06
a,CPOSS06
bona,PROPOSS02
a,CPOSS06
twantsho,N09
ya,CPOSS09
bobodu,N14
.,ZE
,
Re,CSPERS
tla,V
tswela,V
pele,NLOC
selemong,N07
sena,CD07
ho,CN15
eketsa,V
maiteko,N06
a,CPOSS06
ho,CN15
matlafatsa,V
bokgoni,N14
ba,CPOSS14
mebuso,N04
ya,CPOSS04
selehae,N07
hore,CONJ
bo,CS14
tsamaelane,V
le,PART
Lenane,N05
le,CS05
yang,V
ka,PART
Leano,N05
la,CPOSS05
dilemo,N08
tse,CS08
5,RV
la,CPOSS05
Mmuso,N03
wa,CPOSS03
Selehae,N07
.,ZE
,
Bakeng,N07
sa,CPOSS07
ho,CN15
etsa,V
bonnete,N14
ba,CPOSS14
hore,CONJ
ho,CN15
ba,VCOP
le,PART
tebelo,N09
e,CS09
hlophisitsweng,V
hantle,ADV
",",ZM
SALGA,RL
e,CS09
dumetse,V
ho,CN15
fana,V
ka,PART
dipehelo,N10
tsa,CPOSS10
kotara,N09
le,PART
kotara,N09
tsa,CPOSS10
mosebetsi,N03
o,CS03
etsuwang,V
.,ZE
,
Bakeng,N07
sa,CPOSS07
ho,CN15
tswela,V
pele,NLOC
ho,CN15
ntlafatsa,V
tshebeletso,N09
e,CS09
fuwang,V
bao,CD02
ba,CS02
leng,VCOP
mekgeng,N04
e,CS04
sa,CPOSS07
sireletsehang,V
ba,CPOSS02
jwalo,ADV
ka,PART
mekaubere,N04
",",ZM
basadi,N02
le,PART
batjha,N02b
",",ZM
re,CSPERS
tla,V
lekola,V
botjha,N14
dibopeho,N08
tse,CS10
